filed,accession,issuer_cik,issuer_name,symbol,insider,role,trade_date,shares,price,value
2026-08-26,0001214659-26-010931,0000102109,"UNIVERSAL SAFETY PRODUCTS, INC.",UUU,AULT MILTON C III,"Director, 10% owner",2026-08-24,10000.0,6.5904,65904.0
2026-08-26,0001214659-26-010931,0000102109,"UNIVERSAL SAFETY PRODUCTS, INC.",UUU,AULT MILTON C III,"Director, 10% owner",2026-08-25,8729.0,6.0344,52674.2776
2026-08-26,0001214659-26-010931,0000102109,"UNIVERSAL SAFETY PRODUCTS, INC.",UUU,AULT MILTON C III,"Director, 10% owner",2026-08-26,10000.0,6.0782,60782.0
2026-08-26,0002051327-26-000018,0000711669,COLONY BANKCORP INC,CBAN,Canup Edward G,CHIEF BANKING OFFICER,2026-08-26,1000.0,21.2,21200.0
2026-08-26,0000723188-26-000106,0000723188,"COMMUNITY FINANCIAL SYSTEM, INC.",CBU,Hall Brenda M,Director,2026-08-24,476.0,63.5946,30271.0296
2026-08-26,0001236030-26-000008,0000725363,CEL SCI CORP,CVM,KERSTEN GEERT R,"Director, Chief Executive Officer",2026-08-25,100000.0,1.38,138000.0
2026-08-26,0001225208-26-007337,0000885725,BOSTON SCIENTIFIC CORP,BSX,Morano Susan E,Director,2026-08-25,2040.0,49.2195,100407.78
2026-08-26,0001213900-26-093824,0000910329,MEDIFAST INC,MED,Kiai Parsa,Director,2026-08-24,4211.0,11.9996,50530.315599999994
2026-08-26,0000932781-26-000046,0000932781,FIRST COMMUNITY CORP /SC/,FCCO,Sosebee Jane S,Director,2026-08-25,1250.0,33.945,42431.25
2026-08-26,0001628873-26-000086,0001059213,BEXIL INVESTMENT TRUST,BXSY,Winmill William McCollum,Director,2026-08-26,800.0,18.1,14480.000000000002
2026-08-26,0002133000-26-000008,0001227500,EQUITY BANCSHARES INC,EQBK,Rogerson Donald Scott,Director,2026-08-21,2000.0,50.0,100000.0
2026-08-26,0002057567-26-000006,0001336706,NORTHPOINTE BANCSHARES INC,NPB,Williams Charles Alan,"Director, CHAIRMAN & CEO, 10% owner",2026-08-25,30000.0,16.9475,508425.00000000006
2026-08-26,0002057567-26-000006,0001336706,NORTHPOINTE BANCSHARES INC,NPB,Williams Charles Alan,"Director, CHAIRMAN & CEO, 10% owner",2026-08-26,48312.0,16.9457,818680.6584
2026-08-26,0001140361-26-034452,0001378950,"CarParts.com, Inc.",PRTS,PHELPS BARRY,Director,2026-08-25,9900.0,6.48,64152.00000000001
2026-08-26,0001532010-26-000003,0001395942,"OPENLANE, Inc.",OPLN,Kelly Peter J,"Director, Chief Executive Officer",2026-08-24,14830.1521,33.715,499998.5780515
2026-08-26,0001464633-26-000004,0001449794,"Embassy Bancorp, Inc.",EMYB,Lesavoy Bernard M,Director,2026-08-26,746.0,22.2968,16633.412800000002
2026-08-26,0001464633-26-000004,0001449794,"Embassy Bancorp, Inc.",EMYB,Lesavoy Bernard M,Director,2026-08-26,600.0,22.3,13380.0
2026-08-26,0001628280-26-059098,0001488139,"Ameresco, Inc.",AMRC,Miller Jennifer L,Director,2026-08-24,2000.0,20.96,41920.0
2026-08-26,0001628280-26-059096,0001488139,"Ameresco, Inc.",AMRC,Sakellaris George P,"Director, Chief Executive Officer, 10% owner",2026-08-24,5000.0,20.91,104550.0
2026-08-26,0001628280-26-059096,0001488139,"Ameresco, Inc.",AMRC,Sakellaris George P,"Director, Chief Executive Officer, 10% owner",2026-08-25,938.0,21.6,20260.800000000003
2026-08-26,0001628280-26-059096,0001488139,"Ameresco, Inc.",AMRC,Sakellaris George P,"Director, Chief Executive Officer, 10% owner",2026-08-25,4062.0,22.03,89485.86
2026-08-26,0001628280-26-059097,0001488139,"Ameresco, Inc.",AMRC,Sutton Joseph W.,Director,2026-08-24,9700.0,20.87,202439.0
2026-08-26,0001221359-26-000048,0001500217,"American Assets Trust, Inc.",AAT,RADY ERNEST S,"Director, Executive Chairman, 10% owner",2026-08-24,29729.0,22.74,676037.46
2026-08-26,0001221359-26-000048,0001500217,"American Assets Trust, Inc.",AAT,RADY ERNEST S,"Director, Executive Chairman, 10% owner",2026-08-26,50000.0,22.89,1144500.0
2026-08-26,0001206714-26-000009,0001504461,NGL Energy Partners LP,NGL,COLLINGSWORTH JAMES M,Director,2026-08-25,10808.0,16.824,181833.79200000002
2026-08-26,0001186173-26-000004,0001504461,NGL Energy Partners LP,NGL,RAYMOND JOHN T,Director,2026-08-25,300000.0,16.98,5094000.0
2026-08-26,0001505732-26-000108,0001505732,"Bankwell Financial Group, Inc.",BWFG,SEIDMAN LAWRENCE B,Director,2026-08-25,994.0,65.89,65494.66
2026-08-26,0001505732-26-000108,0001505732,"Bankwell Financial Group, Inc.",BWFG,SEIDMAN LAWRENCE B,Director,2026-08-25,259.0,65.94,17078.46
2026-08-26,0001505732-26-000108,0001505732,"Bankwell Financial Group, Inc.",BWFG,SEIDMAN LAWRENCE B,Director,2026-08-25,219.0,65.96,14445.239999999998
2026-08-26,0001505732-26-000108,0001505732,"Bankwell Financial Group, Inc.",BWFG,SEIDMAN LAWRENCE B,Director,2026-08-25,662.0,65.9,43625.8
2026-08-26,0001505732-26-000108,0001505732,"Bankwell Financial Group, Inc.",BWFG,SEIDMAN LAWRENCE B,Director,2026-08-25,262.0,65.94,17276.28
2026-08-26,0001493152-26-040281,0001509470,Neostellar Capital Corp.,NSLR,Falk Erik A,Director,2026-08-26,50000.0,10.22,511000.00000000006
2026-08-26,0001227454-26-000012,0001562401,American Homes 4 Rent,AMH,CORRIGAN JACK E,Director,2026-08-24,1000.0,22.385,22385.0
2026-08-26,0001227454-26-000012,0001562401,American Homes 4 Rent,AMH,CORRIGAN JACK E,Director,2026-08-24,700.0,22.39,15673.0
2026-08-26,0001227454-26-000012,0001562401,American Homes 4 Rent,AMH,CORRIGAN JACK E,Director,2026-08-24,1800.0,22.46,40428.0
2026-08-26,0001227454-26-000012,0001562401,American Homes 4 Rent,AMH,CORRIGAN JACK E,Director,2026-08-24,2000.0,22.426,44852.0
2026-08-26,0002111580-26-000010,0001651717,Nomad Foods Ltd,NOMD,BRISBY DOMINIC,"Director, Chief Executive Officer",2026-08-24,50000.0,12.38,619000.0
2026-08-26,0001239159-26-000007,0001704711,"Funko, Inc.",FNKO,DENSON CHARLES D,Director,2026-08-24,72992.0,6.85,499995.19999999995
2026-08-26,0000905148-26-003934,0001818502,OppFi Inc.,OPFI,Schwartz Todd G.,"Director, Chief Executive Officer, 10% owner",2026-08-25,3475.0,7.2531,25204.5225
2026-08-26,0001628280-26-059085,0001822523,Advanced Flower Capital Inc.,AFCG,TANNENBAUM LEONARD M,"Director, 10% owner",2026-08-24,30000.0,3.41,102300.0
2026-08-26,0001628280-26-059085,0001822523,Advanced Flower Capital Inc.,AFCG,TANNENBAUM LEONARD M,"Director, 10% owner",2026-08-25,30000.0,3.4,102000.0
2026-08-26,0001193125-26-365940,0001828161,"FTC Solar, Inc.",FTCI,Carroll Anthony,"Director, Chief Executive Officer",2026-08-25,24745.0,2.08,51469.6
2026-08-26,0001831631-26-000102,0001831631,"loanDepot, Inc.",LDI,Hsieh Anthony Li,"Director, Executive Chair, CEO & Pres., 10% owner",2026-08-24,107099.0,0.8944,95789.3456
2026-08-26,0001831631-26-000102,0001831631,"loanDepot, Inc.",LDI,Hsieh Anthony Li,"Director, Executive Chair, CEO & Pres., 10% owner",2026-08-25,364367.0,0.9196,335071.8932
2026-08-26,0001213900-26-093947,0001836242,"Tokyo Lifestyle Co., Ltd.",TKLF,Kanayama Mei,"Director, Representative Director (PEO), 10% owner",2026-08-25,7000.0,1.8,12600.0
2026-08-26,0001493152-26-040178,0001866816,"SYNTEC OPTICS HOLDINGS, INC.",OPTX,Manzone Albert,Director,2026-04-14,5000.0,10.0,50000.0
2026-08-26,0001493152-26-040178,0001866816,"SYNTEC OPTICS HOLDINGS, INC.",OPTX,Manzone Albert,Director,2026-08-19,3681.0,8.1218,29896.345800000003
2026-08-26,0001628280-26-058994,0001876431,Prenetics Global Ltd,PRE,Rosin Brian J,CFO of IM8 (US) LLC,2026-08-24,18000.0,21.19,381420.0
2026-08-26,0001628280-26-058994,0001876431,Prenetics Global Ltd,PRE,Rosin Brian J,CFO of IM8 (US) LLC,2026-08-25,5100.0,22.8,116280.0
2026-08-26,0001628280-26-059077,0001909747,Jushi Holdings Inc.,JUSH,Cacioppo James,"Director, Chief Executive Officer, 10% owner",2026-08-24,384112.0,0.48,184373.75999999998
2026-08-26,0001628280-26-059077,0001909747,Jushi Holdings Inc.,JUSH,Cacioppo James,"Director, Chief Executive Officer, 10% owner",2026-08-25,322000.0,0.49,157780.0
2026-08-26,0001628280-26-059079,0001982518,Smith Douglas Homes Corp.,SDHC,Devendorf Russell,See Remarks,2026-08-25,1000.0,12.34,12340.0
2026-08-26,0002035989-26-000074,0002035989,Amrize Ltd,AMRZ,Sanche Jacques Wolf,Director,2026-08-26,4150.0,45.02,186833.0
2026-08-26,0001524595-26-000005,0002035989,Amrize Ltd,AMRZ,Singleton Denise R,Chief Legal Officer & Corp Sec,2026-08-25,3500.0,44.115,154402.5
2026-08-26,0001628280-26-059013,0002098430,Madison Air Solutions Corp,MAIR,La Force Andrew Hudson III,Director,2026-08-25,20000.0,27.84,556800.0
2026-08-27,0001289454-26-000006,0000020286,CINCINNATI FINANCIAL CORP,CINF,Debbink Dirk J,Director,2026-08-25,1000.0,171.64,171640.0
2026-08-27,0001816092-26-000006,0000046250,HAWKINS INC,HWKN,Lange Douglas A.,VP - WATER TREATMENT GROUP,2026-08-25,910.0,118.7536,108065.77600000001
2026-08-27,0001493152-26-040464,0000064463,"Soluna Holdings, Inc",SLNH,Belizaire John,"Director, Chief Executive Officer",2026-08-26,50000.0,1.2,60000.0
2026-08-27,0001493152-26-040444,0000073290,BIOMERICA INC,BMRA,BARBIERI ALLEN,"Director, Executive Vice Chairman",2026-08-26,20000.0,1.6,32000.0
2026-08-27,0001493152-26-040448,0000073290,BIOMERICA INC,BMRA,Chin Eric,Director,2026-08-26,6250.0,1.6,10000.0
2026-08-27,0001493152-26-040454,0000073290,BIOMERICA INC,BMRA,Gary M. Huff,Director,2026-08-20,31250.0,1.6,50000.0
2026-08-27,0001493152-26-040443,0000073290,BIOMERICA INC,BMRA,Irani Zackary S.,"Director, Chief Executive Officer",2026-08-26,31250.0,1.6,50000.0
2026-08-27,0001493152-26-040450,0000073290,BIOMERICA INC,BMRA,MOATAZEDI DAVID,Director,2026-08-26,10000.0,1.6,16000.0
2026-08-27,0001437749-26-029086,0000088000,Horizon Kinetics Holding Corp,HKHC,Roller Daniel J,Director,2026-08-26,500.0,26.5,13250.0
2026-08-27,0001193125-26-371418,0000766704,WELLTOWER INC.,WELL,Gundlach Andrew,Director,2026-08-25,2500.0,239.47,598675.0
2026-08-27,0001193125-26-371418,0000766704,WELLTOWER INC.,WELL,Gundlach Andrew,Director,2026-08-26,2500.0,242.06,605150.0
2026-08-27,0001111928-26-000163,0001111928,IPG PHOTONICS CORP,IPGP,PEELER JOHN R,Director,2026-08-26,1552.0,72.84,113047.68000000001
2026-08-27,0001111928-26-000163,0001111928,IPG PHOTONICS CORP,IPGP,PEELER JOHN R,Director,2026-08-26,1158.0,74.57,86352.06
2026-08-27,0001853874-26-000012,0001158172,"COMSCORE, INC.",SCOR,McLaughlin Matthew F.,"Director, Chief Executive Officer",2026-08-26,20000.0,5.26,105200.0
2026-08-27,0001206399-26-000007,0001206264,SOMNIGROUP INTERNATIONAL INC.,SGI,THOMPSON SCOTT L,"Director, CEO & PRESIDENT",2026-08-27,30000.0,62.8438,1885314.0
2026-08-27,0001193125-26-371793,0001261654,UNIVERSAL TECHNICAL INSTITUTE INC,UTI,DEVINCENZI ROBERT THOMAS,Director,2026-08-25,1000.0,21.765,21765.0
2026-08-27,0001848554-26-000009,0001299969,"Comstock Holding Companies, Inc.",CHCI,Hirsh David Z.,Director,2026-08-18,600.0,18.66,11196.0
2026-08-27,0001741576-26-000008,0001418135,Keurig Dr Pepper Inc.,KDP,Alt Aaron E,Director,2026-08-25,7862.0,31.83,250247.46
2026-08-27,0001628280-26-059314,0001488139,"Ameresco, Inc.",AMRC,Sakellaris George P,"Director, Chief Executive Officer, 10% owner",2026-08-26,1000.0,21.92,21920.0
2026-08-27,0001628280-26-059314,0001488139,"Ameresco, Inc.",AMRC,Sakellaris George P,"Director, Chief Executive Officer, 10% owner",2026-08-27,4000.0,22.84,91360.0
2026-08-27,0002108262-26-000006,0001535778,"MSC INCOME FUND, INC.",MSIF,Marks Nataly Michelle,Director,2026-08-26,950.0,12.7,12065.0
2026-08-27,0002023732-26-000008,0001590877,REGENXBIO Inc.,RGNX,Ciongoli Gregory Austin,Director,2026-08-26,49196.0,9.1411,449705.55559999996
2026-08-27,0002023732-26-000008,0001590877,REGENXBIO Inc.,RGNX,Ciongoli Gregory Austin,Director,2026-08-27,53407.0,9.356,499675.892
2026-08-27,0002014440-26-000012,0001625297,"Indivior Pharmaceuticals, Inc.",INDV,Anderson Woodrow D,Chief Accounting Officer,2026-08-27,1500.0,35.69,53535.0
2026-08-27,0001193125-26-371390,0001720116,"Red Violet, Inc.",RDVT,LIVEK WILLIAM PAUL,Director,2026-08-27,2000.0,71.49,142980.0
2026-08-27,0001013594-26-000955,0001759546,Stark Novus Financial Inc.,SNFI,ESOPUS CREEK VALUE SERIES FUND LP - SERIES A,Director,2026-08-25,9000.0,1.83,16470.0
2026-08-27,0001628280-26-059280,0001759631,Hyliion Holdings Corp.,HYLN,Cubbage Vincent T.,Director,2026-08-27,50000.0,3.4,170000.0
2026-08-27,0001493152-26-040391,0001770501,Venu Holding Corp,VENU,Finke Thomas M,Director,2026-08-25,54644.0,1.949,106501.156
2026-08-27,0001193125-26-371237,0001809196,Immatics N.V.,IMTX,PERCEPTIVE ADVISORS LLC,Director,2026-08-26,863060.0,8.69,7499991.399999999
2026-08-27,0000905148-26-003965,0001818502,OppFi Inc.,OPFI,Schwartz Todd G.,"Director, Chief Executive Officer, 10% owner",2026-08-26,3500.0,7.1893,25162.55
2026-08-27,0000897069-26-001721,0001825088,"Dream Finders Homes, Inc.",DFH,Sturm Len,Director,2026-08-26,1000.0,14.72,14720.0
2026-08-27,0001655400-26-000007,0001831631,"loanDepot, Inc.",LDI,Hsieh Anthony Li,"Director, Executive Chair, CEO & Pres., 10% owner",2026-08-26,284349.0,0.8898,253013.7402
2026-08-27,0001655400-26-000007,0001831631,"loanDepot, Inc.",LDI,Hsieh Anthony Li,"Director, Executive Chair, CEO & Pres., 10% owner",2026-08-27,38612.0,0.939,36256.668
2026-08-27,0001193125-26-371518,0001843162,"Chicago Atlantic BDC, Inc.",LIEN,Gordon Scott,"Director, Co-Chief Investment Officer",2026-08-26,2483.0,10.15,25202.45
2026-08-27,0001193125-26-371518,0001843162,"Chicago Atlantic BDC, Inc.",LIEN,Gordon Scott,"Director, Co-Chief Investment Officer",2026-08-27,5000.0,10.188,50940.0
2026-08-27,0000898432-26-000694,0001981546,"Commercial Bancgroup, Inc.",CBK,Metheny Philip J.,"EVP, Chief Financial Officer",2026-08-25,670.0,34.79,23309.3
2026-08-27,0001437749-26-029090,0002058758,"Avidia Bancorp, Inc.",AVBC,Grimaldo Joseph F,Director,2026-08-26,5000.0,22.0175,110087.49999999999
2026-08-28,0001104659-26-103384,0000101538,UNITED STATES ANTIMONY CORP,UAMY,EVANS GARY C,"Director, Chairman & CEO",2026-08-28,20000.0,4.92,98400.0
2026-08-28,0000706863-26-000077,0000706863,UNION BANKSHARES INC,UNB,Silverman David Scott,Director,2026-08-26,1000.0,23.76,23760.0
2026-08-28,0000723188-26-000108,0000723188,"COMMUNITY FINANCIAL SYSTEM, INC.",CBU,Vaccaro John A,Director,2026-08-27,317.0,63.11,20005.87
2026-08-28,0000832480-26-000026,0000832480,UTG INC,UTGN,CORRELL JESSE T,"Director, Chairman & CEO, 10% owner",2026-08-27,1000.0,59.75,59750.0
2026-08-28,0001949215-26-000004,0000893847,"HAWTHORN BANCSHARES, INC.",HWBK,Hettinger Shawna M.,Director,2026-08-26,645.161,38.75,24999.988749999997
2026-08-28,0001949215-26-000004,0000893847,"HAWTHORN BANCSHARES, INC.",HWBK,Hettinger Shawna M.,Director,2026-08-27,654.448,38.2,24999.9136
2026-08-28,0001213900-26-094862,0000910329,MEDIFAST INC,MED,Kiai Parsa,Director,2026-08-26,41975.0,12.2632,514747.81999999995
2026-08-28,0001213900-26-094862,0000910329,MEDIFAST INC,MED,Kiai Parsa,Director,2026-08-26,1175.0,12.2632,14409.26
2026-08-28,0001290936-26-000010,0001089063,"DICK'S SPORTING GOODS, INC.",DKS,Barrenechea Mark J,Director,2026-08-27,17000.0,130.72,2222240.0
2026-08-28,0001198906-26-000006,0001089063,"DICK'S SPORTING GOODS, INC.",DKS,COLOMBO WILLIAM J,Director,2026-08-26,5000.0,128.72,643600.0
2026-08-28,0001198906-26-000006,0001089063,"DICK'S SPORTING GOODS, INC.",DKS,COLOMBO WILLIAM J,Director,2026-08-27,1100.0,129.0,141900.0
2026-08-28,0001510712-26-000010,0001089063,"DICK'S SPORTING GOODS, INC.",DKS,Eddy Robert W.,Director,2026-08-26,4000.0,128.695,514780.0
2026-08-28,0001246485-26-000005,0001089063,"DICK'S SPORTING GOODS, INC.",DKS,MATHRANI SANDEEP,Director,2026-08-26,1550.0,128.892,199782.6
2026-08-28,0001654954-26-007959,0001093672,PEOPLES BANCORP OF NORTH CAROLINA INC,PEBK,PRICE BILLY L JR DR,Director,2026-08-27,400.0,42.996,17198.4
2026-08-28,0001104659-26-103373,0001282648,BATTALION OIL CORP,BATL,Hinds Gregory S.,Director,2026-08-27,14400.0,1.31,18864.0
2026-08-28,0001104659-26-103372,0001282648,BATTALION OIL CORP,BATL,ROGERS WILLIAM D,Director,2026-08-26,70000.0,1.3024,91168.0
2026-08-28,0002127484-26-000017,0001341170,EUROSEAS LTD.,ESEA,Pittas Aristeidis P,Director,2026-08-27,375.0,75.8645,28449.187500000004
2026-08-28,0002097345-26-000014,0001494891,"Sensus Healthcare, Inc.",SRTS,Sachetta Eric,Director,2026-08-26,9708.0,3.289,31929.612
2026-08-28,0002097345-26-000014,0001494891,"Sensus Healthcare, Inc.",SRTS,Sachetta Eric,Director,2026-08-27,10925.0,3.181,34752.425
2026-08-28,0001221359-26-000053,0001500217,"American Assets Trust, Inc.",AAT,RADY ERNEST S,"Director, Executive Chairman, 10% owner",2026-08-27,50000.0,22.56,1128000.0
2026-08-28,0001221359-26-000053,0001500217,"American Assets Trust, Inc.",AAT,RADY ERNEST S,"Director, Executive Chairman, 10% owner",2026-08-28,50000.0,22.52,1126000.0
2026-08-28,0001206714-26-000013,0001504461,NGL Energy Partners LP,NGL,COLLINGSWORTH JAMES M,Director,2026-08-27,2289.0,17.0,38913.0
2026-08-28,0001540655-26-000024,0001520006,Matador Resources Co,MTDR,Foran Joseph Wm,"Director, Chairman and CEO",2026-08-26,555.0,54.49,30241.95
2026-08-28,0001520138-26-000378,0001580149,BIOVIE INC.,BIVI,DO CUONG V,"Director, President & CEO",2026-08-27,15210.0,2.08,31636.8
2026-08-28,0001520138-26-000383,0001580149,BIOVIE INC.,BIVI,Palumbo Joseph M,Chief Medical Officer,2026-08-28,4843.0,2.16,10460.880000000001
2026-08-28,0001437749-26-029233,0001625101,"PULSE BIOSCIENCES, INC.",PLSE,Teplitsky Liane Rae,Chief Operating Officer,2026-08-26,1036.0,48.235,49971.46
2026-08-28,0001437749-26-029233,0001625101,"PULSE BIOSCIENCES, INC.",PLSE,Teplitsky Liane Rae,Chief Operating Officer,2026-08-28,1034.0,48.35,49993.9
2026-08-28,0001104659-26-103314,0001650729,"SiteOne Landscape Supply, Inc.",SITE,BLACK DOUG,"Director, CEO",2026-08-26,5000.0,96.13,480650.0
2026-08-28,0001318894-26-000005,0001710482,"John Marshall Bancorp, Inc.",JMSB,Kinney Jonathan Craig,Director,2026-08-26,1119.0,22.92,25647.480000000003
2026-08-28,0001318894-26-000005,0001710482,"John Marshall Bancorp, Inc.",JMSB,Kinney Jonathan Craig,Director,2026-08-26,1238.0,22.92,28374.960000000003
2026-08-28,0001493152-26-040671,0001759546,Stark Novus Financial Inc.,NRDE,ZYNGIER ALEXANDRE,Director,2026-08-27,10000.0,1.7,17000.0
2026-08-28,0001104659-26-103209,0001814114,"Orchestra BioMed Holdings, Inc.",OBIO,Sherman Darren,"Director, See Remarks",2026-08-26,2000.0,5.33,10660.0
2026-08-28,0000905148-26-003991,0001818502,OppFi Inc.,OPFI,Schwartz Todd G.,"Director, Chief Executive Officer, 10% owner",2026-08-27,3550.0,7.13,25311.5
2026-08-28,0001193125-26-371997,0001821468,17 Education & Technology Group Inc.,YQ,Liu Chang,"Director, Chief Executive Officer, 10% owner",2026-08-26,9216.0,2.1622,19926.835199999998
2026-08-28,0001628280-26-059389,0001822523,Advanced Flower Capital Inc.,AFCG,TANNENBAUM LEONARD M,"Director, 10% owner",2026-08-26,19404.0,3.41,66167.64
2026-08-28,0001628280-26-059389,0001822523,Advanced Flower Capital Inc.,AFCG,TANNENBAUM LEONARD M,"Director, 10% owner",2026-08-27,15202.0,3.46,52598.92
2026-08-28,0001193125-26-372434,0001828161,"FTC Solar, Inc.",FTCI,SADASIVAM SHAKER,Director,2026-08-26,33290.0,2.19,72905.09999999999
2026-08-28,0001193125-26-374170,0001867949,"Chicago Atlantic Real Estate Finance, Inc.",REFI,Mazarakis John,"Director, Executive Chairman",2026-08-26,40181.0,10.6666,428594.6546
2026-08-28,0001193125-26-374170,0001867949,"Chicago Atlantic Real Estate Finance, Inc.",REFI,Mazarakis John,"Director, Executive Chairman",2026-08-27,7530.0,10.67,80345.1
2026-08-28,0001628280-26-059395,0001909747,Jushi Holdings Inc.,JUSH,Barack Louis Jon,President,2026-08-27,30000.0,0.5,15000.0
2026-08-28,0001628280-26-059399,0001909747,Jushi Holdings Inc.,JUSH,Cacioppo James,"Director, Chief Executive Officer, 10% owner",2026-08-26,494000.0,0.5,247000.0
2026-08-28,0001628280-26-059399,0001909747,Jushi Holdings Inc.,JUSH,Cacioppo James,"Director, Chief Executive Officer, 10% owner",2026-08-27,500000.0,0.49,245000.0
2026-08-28,0001193125-26-374650,0001930054,Blackstone Private Equity Strategies Fund L.P.,NONE,Patel Viral,"Director, Chief Executive Officer",2026-08-28,51083.611,39.1515,1999999.9960664997
2026-08-28,0001829126-26-009498,0001930147,"Sound Point Meridian Capital, Inc.",SPMC,Forstenhausler Matthew E.,Director,2026-08-26,1600.0,9.205,14728.0
2026-08-28,0001829126-26-009498,0001930147,"Sound Point Meridian Capital, Inc.",SPMC,Forstenhausler Matthew E.,Director,2026-08-27,2400.0,9.285,22284.0
2026-08-28,0002097107-26-000004,0002003292,Klarna Group plc,KLAR,Siemiatkowski Sebastian,"Director, Chief Executive Officer",2026-08-26,692506.0,14.3669,9949164.451399999
2026-08-28,0001104659-26-103344,0002147219,Rainier Acquisition Corp,RNAQ,GROSSMAN JONAS,"Director, 10% owner",2026-08-28,194375.0,10.0,1943750.0
2026-08-31,0001626669-26-000006,0000046250,HAWKINS INC,HWKN,Oldenkamp Jeffrey P.,EXECUTIVE VP AND CFO,2026-08-27,1290.0,119.0,153510.0
2026-08-31,0001493152-26-040836,0000064463,"Soluna Holdings, Inc",SLNH,PICCHI MICHAEL,Chief Financial Officer,2026-08-28,20000.0,1.13,22599.999999999996
2026-08-31,0001214659-26-011250,0000102109,"UNIVERSAL SAFETY PRODUCTS, INC.",UUU,AULT MILTON C III,"Director, 10% owner",2026-08-27,5000.0,6.0172,30086.0
2026-08-31,0001214659-26-011250,0000102109,"UNIVERSAL SAFETY PRODUCTS, INC.",UUU,AULT MILTON C III,"Director, 10% owner",2026-08-28,10000.0,5.1604,51604.0
2026-08-31,0001214659-26-011250,0000102109,"UNIVERSAL SAFETY PRODUCTS, INC.",UUU,AULT MILTON C III,"Director, 10% owner",2026-08-31,2500.0,5.049,12622.500000000002
2026-08-31,0000354647-26-000116,0000354647,CVB FINANCIAL CORP,CVBF,Maddox Mike,Director,2026-08-31,10000.0,22.03,220300.0
2026-08-31,0000824142-26-000061,0000824142,"AAON, INC.",AAON,Shaub Matthew,Executive Vice President,2026-08-28,457.0,76.42,34923.94
2026-08-31,0001347688-26-000004,0000868671,"GLACIER BANCORP, INC.",GBCI,Langel Craig A,Director,2026-08-28,2250.0,47.04,105840.0
2026-08-31,0000890541-26-000011,0000890541,"BLADEX, INC.",BLX,Van Hoorde Annette Marie,Chief Financial Officer,2026-08-28,1454.0,55.0,79970.0
2026-08-31,0001214659-26-011255,0000896493,"Hyperscale Data, Inc.",GPUS,AULT MILTON C III,"Director, Executive Chairman, 10% owner",2026-08-28,47641.0,0.307,14625.787
2026-08-31,0001214659-26-011255,0000896493,"Hyperscale Data, Inc.",GPUS,AULT MILTON C III,"Director, Executive Chairman, 10% owner",2026-08-28,150000.0,0.2967,44505.0
2026-08-31,0001214659-26-011255,0000896493,"Hyperscale Data, Inc.",GPUS,AULT MILTON C III,"Director, Executive Chairman, 10% owner",2026-08-31,89000.0,0.2703,24056.699999999997
2026-08-31,0001528153-26-000011,0000917251,AGREE REALTY CORP,ADC,RAKOLTA JOHN JR,Director,2026-08-27,20000.0,73.23,1464600.0
2026-08-31,0001193125-26-377253,0001013488,BJs RESTAURANTS INC,BJRI,Richmond C Bradford,Director,2026-08-31,753.0,63.25,47627.25
2026-08-31,0001466605-26-000007,0001158172,"COMSCORE, INC.",SCOR,LIVEK WILLIAM PAUL,Director,2026-08-28,20000.0,5.23,104600.00000000001
2026-08-31,0001193125-26-377239,0001261654,UNIVERSAL TECHNICAL INSTITUTE INC,UTI,DEVINCENZI ROBERT THOMAS,Director,2026-08-27,1000.0,21.8,21800.0
2026-08-31,0001140361-26-035126,0001378950,"CarParts.com, Inc.",PRTS,Huffaker Michael,COO,2026-08-27,4614.0,6.88,31744.32
2026-08-31,0001140361-26-035126,0001378950,"CarParts.com, Inc.",PRTS,Huffaker Michael,COO,2026-08-28,7548.0,7.16,54043.68
2026-08-31,0001140361-26-035125,0001378950,"CarParts.com, Inc.",PRTS,Meniane David,CEO,2026-08-27,4612.0,6.88,31730.56
2026-08-31,0001140361-26-035125,0001378950,"CarParts.com, Inc.",PRTS,Meniane David,CEO,2026-08-28,7552.0,7.16,54072.32
2026-08-31,0001493152-26-040736,0001430306,Tonix Pharmaceuticals Holding Corp.,TNXP,LEDERMAN SETH,"Director, Chief Executive Officer",2026-08-27,2000.0,13.79,27580.0
2026-08-31,0001213900-26-095647,0001439124,AXIA Energia S.A.,AXIA3,Corso Matte Ana Silvia,Director,2026-08-28,1400.0,10.24,14336.0
2026-08-31,0002022936-26-000015,0001469395,Pampa Energy Inc.,PAM,Mindlin Marcos Marcelo,"Director, 10% owner",2026-08-27,150000.0,3.382,507300.0
2026-08-31,0002097345-26-000016,0001494891,"Sensus Healthcare, Inc.",SRTS,Sachetta Eric,Director,2026-08-28,37537.0,3.437,129014.669
2026-08-31,0002097345-26-000016,0001494891,"Sensus Healthcare, Inc.",SRTS,Sachetta Eric,Director,2026-08-31,27304.0,3.538,96601.552
2026-08-31,0002020286-26-000008,0001520006,Matador Resources Co,MTDR,Calvert Christopher P,EVP and CFO,2026-08-27,2500.0,56.64,141600.0
2026-08-31,0001493152-26-040843,0001534708,"Beeline Holdings, Inc.",BLNE,Liuzza Nicholas Reyland JR,"Director, Chief Executive Officer, 10% owner",2026-08-26,15000.0,0.981,14715.0
2026-08-31,0001493152-26-040843,0001534708,"Beeline Holdings, Inc.",BLNE,Liuzza Nicholas Reyland JR,"Director, Chief Executive Officer, 10% owner",2026-08-31,245000.0,0.9768,239316.0
