filed,accession,issuer_cik,issuer_name,symbol,insider,role,trade_date,shares,price,value
2026-09-22,0001104659-26-109712,0001653384,Runway Growth Finance Corp.,RWAY,Goldthorpe Edward J.,Director,2026-09-22,6251.0,6.76,42256.76
2026-09-22,0001662991-26-000158,0001662991,Sezzle Inc.,SEZL,Hunt Bryan Cecil,Director,2026-09-18,250.0,115.86,28965.0
2026-09-22,0001628280-26-063099,0001822523,Advanced Flower Capital Inc.,AFCG,TANNENBAUM LEONARD M,"Director, 10% owner",2026-09-18,10000.0,3.49,34900.0
2026-09-22,0001628280-26-063056,0001829247,"BullFrog AI Holdings, Inc.",BFRG,Blacher Joshua,Chief Financial Officer,2026-09-22,50000.0,0.5285,26425.0
2026-09-22,0001628280-26-063054,0001829247,"BullFrog AI Holdings, Inc.",BFRG,Singh Vininder,"Director, Chief Executive Officer, 10% owner",2026-09-22,75000.0,0.5989,44917.5
2026-09-22,0001868941-26-000050,0001868941,"Fluence Energy, Inc.",FLNC,BULLS HERMAN E,Director,2026-09-21,10000.0,7.36,73600.0
2026-09-22,0001868941-26-000048,0001868941,"Fluence Energy, Inc.",FLNC,von Heynitz Harald,Director,2026-09-21,7000.0,7.36,51520.0
2026-09-22,0001976408-26-000862,0001901279,Nayax Ltd.,NYAX,Ben-Avi David,"Director, CTO and Co Founder",2026-09-17,1014.0,42.9098,43510.5372
2026-09-22,0001140361-26-037356,0002012139,Fortress Private Lending Fund,NONE,Dreyfuss Avraham,Chief Financial Officer,2026-09-18,4133.0,24.1947,99996.6951
2026-09-22,0001140361-26-037358,0002012139,Fortress Private Lending Fund,NONE,Munro Lucy Lu,"Director, Chief Operating Officer",2026-09-18,4133.0,24.1947,99996.6951
2026-09-23,0000040417-26-000050,0000040417,GENERAL AMERICAN INVESTORS CO INC,GAM,Grassi Craig Anthony,Vice-President,2026-09-22,2000.0,23.08,46160.0
2026-09-23,0001239944-26-000080,0000046129,ALLIENT INC,ALNT,Winter Michael R,Director,2026-09-23,457.0,108.97,49799.29
2026-09-23,0001191569-26-000012,0000097134,TENNANT CO,TNC,ALLEN PATRICK E,Director,2026-08-31,3000.0,69.4168,208250.4
2026-09-23,0001747962-26-000007,0000917251,AGREE REALTY CORP,ADC,Erlich Craig,CHIEF GROWTH OFFICER,2026-09-21,1000.0,67.55,67550.0
2026-09-23,0001171843-26-006194,0001095435,Alpha Compute Corp,ALP,Villani Fiorenzo,"Director, See Remarks",2026-09-22,10000.0,4.4047,44047.0
2026-09-23,0001193125-26-399888,0001261654,UNIVERSAL TECHNICAL INSTITUTE INC,UTI,DEVINCENZI ROBERT THOMAS,Director,2026-09-21,1000.0,19.8333,19833.300000000003
2026-09-23,0001553350-26-000136,0001396536,"DUOS TECHNOLOGIES GROUP, INC.",DUOT,Recker Frank Douglas,"Director, Chief Executive Officer",2026-09-22,9250.0,9.1413,84557.025
2026-09-23,0001213900-26-102459,0001439124,AXIA Energia S.A.,AXIA3,Batista de Lima Filho Pedro,Director,2026-09-21,51700.0,10.55,545435.0
2026-09-23,0001213900-26-102459,0001439124,AXIA Energia S.A.,AXIA3,Batista de Lima Filho Pedro,Director,2026-09-21,11500.0,10.55,121325.00000000001
2026-09-23,0001213900-26-102459,0001439124,AXIA Energia S.A.,AXIA3,Batista de Lima Filho Pedro,Director,2026-09-21,16900.0,10.55,178295.0
2026-09-23,0001213900-26-102459,0001439124,AXIA Energia S.A.,AXIA3,Batista de Lima Filho Pedro,Director,2026-09-21,10200.0,10.55,107610.0
2026-09-23,0001398344-26-017349,0001551047,Bluerock Private Real Estate Fund,BPRE,MacDonald Ryan S,Director,2026-09-21,10400.0,11.9733,124522.32
2026-09-23,0001183254-26-000006,0001747172,"Kayne Anderson BDC, Inc.",KBDC,ROBO JAMES L,Director,2026-09-22,20841.0,13.135,273746.535
2026-09-23,0001183254-26-000006,0001747172,"Kayne Anderson BDC, Inc.",KBDC,ROBO JAMES L,Director,2026-09-23,94120.0,13.079,1230995.48
2026-09-23,0001091482-26-000017,0001774675,Skillsoft Corp.,SKIL,HOVSEPIAN RONALD W,"Director, CEO & Executive Chair",2026-09-21,8325.0,6.0987,50771.6775
2026-09-23,0002087925-26-000006,0001805526,DeFi Development Corp.,DFDV,Kang Daniel,Chief Strategy Officer,2026-09-22,6900.0,8.84,60996.0
2026-09-23,0002087925-26-000006,0001805526,DeFi Development Corp.,DFDV,Kang Daniel,Chief Strategy Officer,2026-09-22,3540.0,8.81,31187.4
2026-09-23,0001193125-26-399359,0001819493,"Xos, Inc.",XOS,Mattson George N,Director,2026-09-21,4062.0,2.6,10561.2
2026-09-23,0001493152-26-043852,0001983736,Eva Live Inc,GOAI,Boulette David,"Director, Chief Executive Officer, 10% owner",2026-09-22,18478.0,2.03,37510.34
2026-09-23,0001213900-26-102629,0001998768,"Proficient Auto Logistics, Inc",PAL,Lux Steven F,Director,2026-09-21,6000.0,4.01,24060.0
2026-09-23,0001366268-26-000011,0002007919,"Inhibrx Biosciences, Inc.",INBX,Kayyem Jon Faiz,Director,2026-09-23,5000.0,100.0,500000.0
2026-09-23,0001493152-26-043846,0002027360,RedCloud Holdings plc,RCT,Floyd Justin Beck Hinton,"Director, Chief Executive Officer",2026-09-22,74000.0,2.5,185000.0
2026-09-23,0002029118-26-000108,0002029118,"INFINITY NATURAL RESOURCES, INC.",INR,Gieselman Scott,Director,2026-09-21,18467.0,12.624,233127.408
2026-09-23,0002029118-26-000108,0002029118,"INFINITY NATURAL RESOURCES, INC.",INR,Gieselman Scott,Director,2026-09-22,10000.0,13.065,130650.0
2026-09-23,0001193125-26-399896,0002067955,Diameter Dynamic Credit Fund,NONE,Lewinsohn Jonathan,Co-President,2026-09-10,98814.229,10.12,999999.99748
2026-09-23,0000947871-26-000881,0002088082,"Electra Therapeutics, Inc.",ETRA,GORDON CARL L,"Director, 10% owner",2026-09-21,333333.0,15.0,4999995.0
2026-09-23,0000947871-26-000881,0002088082,"Electra Therapeutics, Inc.",ETRA,GORDON CARL L,"Director, 10% owner",2026-09-21,1000000.0,15.0,15000000.0
2026-09-23,0000947871-26-000880,0002088082,"Electra Therapeutics, Inc.",ETRA,ORBIMED ADVISORS LLC,"Director, 10% owner",2026-09-21,333333.0,15.0,4999995.0
2026-09-23,0000947871-26-000880,0002088082,"Electra Therapeutics, Inc.",ETRA,ORBIMED ADVISORS LLC,"Director, 10% owner",2026-09-21,1000000.0,15.0,15000000.0
2026-09-23,0001493152-26-043974,0002096362,AIAI Holdings Corp,AIAI,Affeldt Eric,Director,2026-09-22,42857.0,3.5,149999.5
2026-09-23,0001213900-26-102533,0002114459,Cascade Real Assets Fund,CRAFX,Nesbitt Stephen Lane,"Director, President",2026-09-21,500000.0,10.0,5000000.0
